date,service,region,cost,instances,cpu_utilization
9/29/2026,EC2,eu-west-1,88,9,38
9/29/2026,RDS,ap-south-1,190,5,17
9/29/2026,RDS,us-east-1,88,5,65
9/29/2026,RDS,eu-west-1,135,5,66
9/29/2026,S3,ap-south-1,11,0,0
9/29/2026,S3,us-east-1,17,0,0
9/29/2026,S3,eu-west-1,20,0,0
9/30/2026,EC2,ap-south-1,86,10,80
9/30/2026,EC2,us-east-1,122,2,21
9/30/2026,EC2,eu-west-1,86,3,35
9/30/2026,RDS,ap-south-1,194,4,20
9/30/2026,RDS,us-east-1,64,3,31
9/30/2026,RDS,eu-west-1,83,2,55
9/30/2026,S3,ap-south-1,20,0,0
9/30/2026,S3,us-east-1,10,0,0
9/30/2026,S3,eu-west-1,47,0,0
10/1/2026,EC2,ap-south-1,178,9,70
10/1/2026,EC2,us-east-1,141,6,44
10/1/2026,EC2,eu-west-1,168,3,79
10/1/2026,RDS,ap-south-1,69,1,49
10/1/2026,RDS,us-east-1,130,2,58
10/1/2026,RDS,eu-west-1,149,5,36
10/1/2026,S3,ap-south-1,17,0,0
10/1/2026,S3,us-east-1,39,0,0
10/1/2026,S3,eu-west-1,45,0,0
10/2/2026,EC2,ap-south-1,106,5,66
10/2/2026,EC2,us-east-1,106,8,48
10/2/2026,EC2,eu-west-1,452,3,27
10/2/2026,RDS,ap-south-1,114,3,22
10/2/2026,RDS,us-east-1,66,2,41
10/2/2026,RDS,eu-west-1,176,2,58
10/2/2026,S3,ap-south-1,23,0,0
10/2/2026,S3,us-east-1,39,0,0
10/2/2026,S3,eu-west-1,30,0,0
10/3/2026,EC2,ap-south-1,150,9,41
10/3/2026,EC2,us-east-1,150,4,55
10/3/2026,EC2,eu-west-1,193,4,79
10/3/2026,RDS,ap-south-1,163,4,44
10/3/2026,RDS,us-east-1,174,2,55
10/3/2026,RDS,eu-west-1,75,3,40
10/3/2026,S3,ap-south-1,17,0,0
10/3/2026,S3,us-east-1,16,0,0
10/3/2026,S3,eu-west-1,44,0,0
10/4/2026,EC2,ap-south-1,122,5,27
10/4/2026,EC2,us-east-1,80,9,52
10/4/2026,EC2,eu-west-1,166,3,45
10/4/2026,RDS,ap-south-1,153,1,25
10/4/2026,RDS,us-east-1,152,5,47
10/4/2026,RDS,eu-west-1,121,1,27
10/4/2026,S3,ap-south-1,39,0,0
10/4/2026,S3,us-east-1,24,0,0
10/4/2026,S3,eu-west-1,44,0,0
10/5/2026,EC2,ap-south-1,191,10,62
10/5/2026,EC2,us-east-1,188,6,79
10/5/2026,EC2,eu-west-1,191,8,80
10/5/2026,RDS,ap-south-1,82,2,18
10/5/2026,RDS,us-east-1,151,5,49
10/5/2026,RDS,eu-west-1,153,2,35
10/5/2026,S3,ap-south-1,17,0,0
10/5/2026,S3,us-east-1,10,0,0
10/5/2026,S3,eu-west-1,29,0,0
10/6/2026,EC2,ap-south-1,169,4,63
10/6/2026,EC2,us-east-1,165,10,42
10/6/2026,EC2,eu-west-1,163,7,28
10/6/2026,RDS,ap-south-1,164,2,49
10/6/2026,RDS,us-east-1,108,1,21
10/6/2026,RDS,eu-west-1,135,1,57
10/6/2026,S3,ap-south-1,23,0,0
10/6/2026,S3,us-east-1,37,0,0
10/6/2026,S3,eu-west-1,30,0,0
10/7/2026,EC2,ap-south-1,89,6,23
10/7/2026,EC2,us-east-1,151,6,79
10/7/2026,EC2,eu-west-1,141,3,30
10/7/2026,RDS,ap-south-1,120,2,29
10/7/2026,RDS,us-east-1,60,1,26
10/7/2026,RDS,eu-west-1,159,1,31
10/7/2026,S3,ap-south-1,15,0,0
10/7/2026,S3,us-east-1,45,0,0
10/7/2026,S3,eu-west-1,23,0,0
10/8/2026,EC2,ap-south-1,164,8,43
10/8/2026,EC2,us-east-1,171,4,80
10/8/2026,EC2,eu-west-1,172,5,29
10/8/2026,RDS,ap-south-1,185,4,44
10/8/2026,RDS,us-east-1,195,1,35
10/8/2026,RDS,eu-west-1,152,5,32
10/8/2026,S3,ap-south-1,22,0,0
10/8/2026,S3,us-east-1,33,0,0
10/8/2026,S3,eu-west-1,39,0,0
10/9/2026,EC2,ap-south-1,117,4,49
10/9/2026,EC2,us-east-1,163,4,72
10/9/2026,EC2,eu-west-1,133,6,59
10/9/2026,RDS,ap-south-1,153,3,50
10/9/2026,RDS,us-east-1,86,5,36
10/9/2026,RDS,eu-west-1,92,1,54
10/9/2026,S3,ap-south-1,35,0,0
10/9/2026,S3,us-east-1,28,0,0
10/9/2026,S3,eu-west-1,39,0,0
10/10/2026,EC2,ap-south-1,91,3,59
10/10/2026,EC2,us-east-1,131,6,42
10/10/2026,EC2,eu-west-1,195,4,55
10/10/2026,RDS,ap-south-1,132,2,32
10/10/2026,RDS,us-east-1,75,3,39
10/10/2026,RDS,eu-west-1,149,2,44
10/10/2026,S3,ap-south-1,34,0,0
10/10/2026,S3,us-east-1,31,0,0
10/10/2026,S3,eu-west-1,26,0,0
10/11/2026,EC2,ap-south-1,153,8,61
10/11/2026,EC2,us-east-1,113,4,72
10/11/2026,EC2,eu-west-1,95,6,42
10/11/2026,RDS,ap-south-1,89,3,52
10/11/2026,RDS,us-east-1,104,2,47
10/11/2026,RDS,eu-west-1,89,5,62
10/11/2026,S3,ap-south-1,14,0,0
10/11/2026,S3,us-east-1,49,0,0
10/11/2026,S3,eu-west-1,17,0,0
10/12/2026,EC2,ap-south-1,129,6,73
10/12/2026,EC2,us-east-1,169,5,82
10/12/2026,EC2,eu-west-1,81,2,46
10/12/2026,RDS,ap-south-1,118,5,56
10/12/2026,RDS,us-east-1,190,3,34
10/12/2026,RDS,eu-west-1,161,4,63
10/12/2026,S3,ap-south-1,19,0,0
10/12/2026,S3,us-east-1,16,0,0
10/12/2026,S3,eu-west-1,36,0,0
10/13/2026,EC2,ap-south-1,121,7,79
10/13/2026,EC2,us-east-1,140,10,55
10/13/2026,EC2,eu-west-1,121,2,62
10/13/2026,RDS,ap-south-1,119,4,61
10/13/2026,RDS,us-east-1,158,2,57
10/13/2026,RDS,eu-west-1,65,3,47
10/13/2026,S3,ap-south-1,46,0,0
10/13/2026,S3,us-east-1,31,0,0
10/13/2026,S3,eu-west-1,46,0,0
10/14/2026,EC2,ap-south-1,181,7,55
10/14/2026,EC2,us-east-1,189,4,26
10/14/2026,EC2,eu-west-1,146,6,60
10/14/2026,RDS,ap-south-1,146,2,43
10/14/2026,RDS,us-east-1,166,2,31
10/14/2026,RDS,eu-west-1,195,5,18
10/14/2026,S3,ap-south-1,11,0,0
10/14/2026,S3,us-east-1,44,0,0
10/14/2026,S3,eu-west-1,15,0,0
10/15/2026,EC2,ap-south-1,152,3,53
10/15/2026,EC2,us-east-1,190,2,65
10/15/2026,EC2,eu-west-1,102,9,80
10/15/2026,RDS,ap-south-1,172,5,53
10/15/2026,RDS,us-east-1,193,4,52
10/15/2026,RDS,eu-west-1,169,4,24
10/15/2026,S3,ap-south-1,41,0,0
10/15/2026,S3,us-east-1,48,0,0
10/15/2026,S3,eu-west-1,21,0,0
10/16/2026,EC2,ap-south-1,110,2,64
10/16/2026,EC2,us-east-1,93,6,73
10/16/2026,EC2,eu-west-1,143,7,25
10/16/2026,RDS,ap-south-1,102,3,24
10/16/2026,RDS,us-east-1,147,5,63
10/16/2026,RDS,eu-west-1,154,4,41
10/16/2026,S3,ap-south-1,47,0,0
10/16/2026,S3,us-east-1,23,0,0
10/16/2026,S3,eu-west-1,11,0,0
10/17/2026,EC2,ap-south-1,194,8,27
10/17/2026,EC2,us-east-1,130,3,49
10/17/2026,EC2,eu-west-1,115,10,48
10/17/2026,RDS,ap-south-1,171,1,69
10/17/2026,RDS,us-east-1,156,4,28
10/17/2026,RDS,eu-west-1,149,2,46
10/17/2026,S3,ap-south-1,49,0,0
10/17/2026,S3,us-east-1,10,0,0
10/17/2026,S3,eu-west-1,36,0,0
10/18/2026,EC2,ap-south-1,116,3,72
10/18/2026,EC2,us-east-1,91,5,34
10/18/2026,EC2,eu-west-1,160,2,26
10/18/2026,RDS,ap-south-1,89,3,19
10/18/2026,RDS,us-east-1,145,4,28
10/18/2026,RDS,eu-west-1,118,3,38
10/18/2026,S3,ap-south-1,23,0,0
10/18/2026,S3,us-east-1,45,0,0
10/18/2026,S3,eu-west-1,35,0,0
10/19/2026,EC2,ap-south-1,136,4,28
10/19/2026,EC2,us-east-1,103,3,29
10/19/2026,EC2,eu-west-1,106,10,22
10/19/2026,RDS,ap-south-1,156,2,60
10/19/2026,RDS,us-east-1,196,3,57
10/19/2026,RDS,eu-west-1,85,4,32
10/19/2026,S3,ap-south-1,11,0,0
10/19/2026,S3,us-east-1,19,0,0
10/19/2026,S3,eu-west-1,33,0,0
10/20/2026,EC2,ap-south-1,526,2,64
10/20/2026,EC2,us-east-1,134,3,48
10/20/2026,EC2,eu-west-1,190,2,63
10/20/2026,RDS,ap-south-1,179,2,16
10/20/2026,RDS,us-east-1,84,3,21
10/20/2026,RDS,eu-west-1,170,1,66
10/20/2026,S3,ap-south-1,30,0,0
10/20/2026,S3,us-east-1,25,0,0
10/20/2026,S3,eu-west-1,50,0,0
10/21/2026,EC2,ap-south-1,88,9,35
10/21/2026,EC2,us-east-1,99,2,84
10/21/2026,EC2,eu-west-1,184,3,61
10/21/2026,RDS,ap-south-1,135,1,22
10/21/2026,RDS,us-east-1,78,3,48
10/21/2026,RDS,eu-west-1,181,5,51
10/21/2026,S3,ap-south-1,14,0,0
10/21/2026,S3,us-east-1,12,0,0
10/21/2026,S3,eu-west-1,37,0,0
10/22/2026,EC2,ap-south-1,168,8,27
10/22/2026,EC2,us-east-1,177,6,36
10/22/2026,EC2,eu-west-1,199,2,41
10/22/2026,RDS,ap-south-1,78,4,56
10/22/2026,RDS,us-east-1,191,2,53
10/22/2026,RDS,eu-west-1,172,2,62
10/22/2026,S3,ap-south-1,38,0,0
10/22/2026,S3,us-east-1,23,0,0
10/22/2026,S3,eu-west-1,40,0,0
10/23/2026,EC2,ap-south-1,189,6,85
10/23/2026,EC2,us-east-1,181,10,58
10/23/2026,EC2,eu-west-1,144,4,48
10/23/2026,RDS,ap-south-1,157,2,53
10/23/2026,RDS,us-east-1,152,2,66
10/23/2026,RDS,eu-west-1,149,1,68
10/23/2026,S3,ap-south-1,27,0,0
10/23/2026,S3,us-east-1,18,0,0
10/23/2026,S3,eu-west-1,43,0,0
10/24/2026,EC2,ap-south-1,192,3,29
10/24/2026,EC2,us-east-1,183,3,77
10/24/2026,EC2,eu-west-1,198,6,50
10/24/2026,RDS,ap-south-1,175,4,20
10/24/2026,RDS,us-east-1,106,2,64
10/24/2026,RDS,eu-west-1,132,1,43
10/24/2026,S3,ap-south-1,28,0,0
10/24/2026,S3,us-east-1,46,0,0
10/24/2026,S3,eu-west-1,27,0,0
10/25/2026,EC2,ap-south-1,179,4,29
10/25/2026,EC2,us-east-1,100,10,52
10/25/2026,EC2,eu-west-1,135,7,21
10/25/2026,RDS,ap-south-1,145,5,63
10/25/2026,RDS,us-east-1,162,1,20
10/25/2026,RDS,eu-west-1,164,2,34
10/25/2026,S3,ap-south-1,24,0,0
10/25/2026,S3,us-east-1,49,0,0
10/25/2026,S3,eu-west-1,13,0,0
10/26/2026,EC2,ap-south-1,155,7,50
10/26/2026,EC2,us-east-1,104,7,73
10/26/2026,EC2,eu-west-1,83,8,69
10/26/2026,RDS,ap-south-1,82,5,61
10/26/2026,RDS,us-east-1,124,1,44
10/26/2026,RDS,eu-west-1,92,5,33
10/26/2026,S3,ap-south-1,20,0,0
10/26/2026,S3,us-east-1,34,0,0
10/26/2026,S3,eu-west-1,40,0,0
10/27/2026,EC2,ap-south-1,141,4,39
10/27/2026,EC2,us-east-1,125,8,34
10/27/2026,EC2,eu-west-1,176,4,29
10/27/2026,RDS,ap-south-1,191,2,50
10/27/2026,RDS,us-east-1,191,2,21
10/27/2026,RDS,eu-west-1,167,5,51
10/27/2026,S3,ap-south-1,13,0,0
10/27/2026,S3,us-east-1,41,0,0
10/27/2026,S3,eu-west-1,37,0,0
10/28/2026,EC2,ap-south-1,150,7,68
10/28/2026,EC2,us-east-1,192,4,81
10/28/2026,EC2,eu-west-1,106,5,60
10/28/2026,RDS,ap-south-1,136,5,41
10/28/2026,RDS,us-east-1,148,4,63
10/28/2026,RDS,eu-west-1,164,3,67
10/28/2026,S3,ap-south-1,32,0,0
10/28/2026,S3,us-east-1,27,0,0
10/28/2026,S3,eu-west-1,48,0,0
10/29/2026,EC2,ap-south-1,127,5,46
10/29/2026,EC2,us-east-1,125,10,46
10/29/2026,EC2,eu-west-1,134,9,74
10/29/2026,RDS,ap-south-1,86,3,48
10/29/2026,RDS,us-east-1,169,5,53
10/29/2026,RDS,eu-west-1,110,5,31
10/29/2026,S3,ap-south-1,13,0,0
10/29/2026,S3,us-east-1,44,0,0
10/29/2026,S3,eu-west-1,27,0,0
10/30/2026,EC2,ap-south-1,130,7,46
10/30/2026,EC2,us-east-1,117,2,43
10/30/2026,EC2,eu-west-1,102,5,66
10/30/2026,RDS,ap-south-1,144,1,15
10/30/2026,RDS,us-east-1,174,1,62
10/30/2026,RDS,eu-west-1,128,4,49
10/30/2026,S3,ap-south-1,12,0,0
10/30/2026,S3,us-east-1,21,0,0
10/30/2026,S3,eu-west-1,31,0,0
10/31/2026,EC2,ap-south-1,81,9,35
10/31/2026,EC2,us-east-1,158,8,43
10/31/2026,EC2,eu-west-1,535,4,55
10/31/2026,RDS,ap-south-1,90,2,65
10/31/2026,RDS,us-east-1,168,2,37
10/31/2026,RDS,eu-west-1,74,3,45
10/31/2026,S3,ap-south-1,49,0,0
10/31/2026,S3,us-east-1,42,0,0
10/31/2026,S3,eu-west-1,47,0,0
11/1/2026,EC2,ap-south-1,136,4,46
11/1/2026,EC2,us-east-1,105,7,36
11/1/2026,EC2,eu-west-1,138,8,21
11/1/2026,RDS,ap-south-1,132,1,33
11/1/2026,RDS,us-east-1,95,2,28
11/1/2026,RDS,eu-west-1,153,1,21
11/1/2026,S3,ap-south-1,48,0,0
11/1/2026,S3,us-east-1,45,0,0
11/1/2026,S3,eu-west-1,29,0,0
11/2/2026,EC2,ap-south-1,128,9,81
11/2/2026,EC2,us-east-1,144,5,54
11/2/2026,EC2,eu-west-1,80,7,67
11/2/2026,RDS,ap-south-1,112,5,61
11/2/2026,RDS,us-east-1,107,1,48
11/2/2026,RDS,eu-west-1,150,3,58
11/2/2026,S3,ap-south-1,21,0,0
11/2/2026,S3,us-east-1,33,0,0
11/2/2026,S3,eu-west-1,24,0,0
11/3/2026,EC2,ap-south-1,174,2,64
11/3/2026,EC2,us-east-1,463,5,71
11/3/2026,EC2,eu-west-1,140,7,80
11/3/2026,RDS,ap-south-1,95,4,67
11/3/2026,RDS,us-east-1,139,2,45
11/3/2026,RDS,eu-west-1,129,2,45
11/3/2026,S3,ap-south-1,36,0,0
11/3/2026,S3,us-east-1,38,0,0
11/3/2026,S3,eu-west-1,16,0,0
11/4/2026,EC2,ap-south-1,185,9,54
11/4/2026,EC2,us-east-1,183,3,79
11/4/2026,EC2,eu-west-1,153,6,28
11/4/2026,RDS,ap-south-1,69,4,54
11/4/2026,RDS,us-east-1,76,4,50
11/4/2026,RDS,eu-west-1,152,5,16
11/4/2026,S3,ap-south-1,46,0,0
11/4/2026,S3,us-east-1,12,0,0
11/4/2026,S3,eu-west-1,31,0,0
11/5/2026,EC2,ap-south-1,460,8,48
11/5/2026,EC2,us-east-1,133,10,24
11/5/2026,EC2,eu-west-1,134,5,44
11/5/2026,RDS,ap-south-1,64,2,38
11/5/2026,RDS,us-east-1,130,5,24
11/5/2026,RDS,eu-west-1,136,1,48
11/5/2026,S3,ap-south-1,36,0,0
11/5/2026,S3,us-east-1,19,0,0
11/5/2026,S3,eu-west-1,37,0,0
11/6/2026,EC2,ap-south-1,157,2,83
11/6/2026,EC2,us-east-1,163,7,60
11/6/2026,EC2,eu-west-1,137,7,44
11/6/2026,RDS,ap-south-1,83,3,44
11/6/2026,RDS,us-east-1,139,2,44
11/6/2026,RDS,eu-west-1,136,3,23
11/6/2026,S3,ap-south-1,22,0,0
11/6/2026,S3,us-east-1,31,0,0
11/6/2026,S3,eu-west-1,50,0,0
11/7/2026,EC2,ap-south-1,194,8,45
11/7/2026,EC2,us-east-1,196,5,80
11/7/2026,EC2,eu-west-1,113,2,32
11/7/2026,RDS,ap-south-1,189,3,55
11/7/2026,RDS,us-east-1,76,1,42
11/7/2026,RDS,eu-west-1,98,3,49
11/7/2026,S3,ap-south-1,34,0,0
11/7/2026,S3,us-east-1,39,0,0
11/7/2026,S3,eu-west-1,11,0,0
11/8/2026,EC2,ap-south-1,106,10,65
11/8/2026,EC2,us-east-1,80,8,21
11/8/2026,EC2,eu-west-1,152,7,78
11/8/2026,RDS,ap-south-1,138,4,44
11/8/2026,RDS,us-east-1,65,2,42
11/8/2026,RDS,eu-west-1,98,3,32
11/8/2026,S3,ap-south-1,41,0,0
11/8/2026,S3,us-east-1,36,0,0
11/8/2026,S3,eu-west-1,20,0,0
11/9/2026,EC2,ap-south-1,187,5,53
11/9/2026,EC2,us-east-1,188,7,49
11/9/2026,EC2,eu-west-1,185,2,30
11/9/2026,RDS,ap-south-1,120,4,21
11/9/2026,RDS,us-east-1,99,2,25
11/9/2026,RDS,eu-west-1,109,5,70
11/9/2026,S3,ap-south-1,49,0,0
11/9/2026,S3,us-east-1,23,0,0
11/9/2026,S3,eu-west-1,39,0,0
11/10/2026,EC2,ap-south-1,136,2,68
11/10/2026,EC2,us-east-1,156,8,20
11/10/2026,EC2,eu-west-1,165,10,51
11/10/2026,RDS,ap-south-1,166,3,38
11/10/2026,RDS,us-east-1,125,5,29
11/10/2026,RDS,eu-west-1,104,3,32
11/10/2026,S3,ap-south-1,46,0,0
11/10/2026,S3,us-east-1,28,0,0
11/10/2026,S3,eu-west-1,25,0,0
11/11/2026,EC2,ap-south-1,90,6,76
11/11/2026,EC2,us-east-1,89,8,59
11/11/2026,EC2,eu-west-1,168,3,83
11/11/2026,RDS,ap-south-1,92,5,51
11/11/2026,RDS,us-east-1,66,2,41
11/11/2026,RDS,eu-west-1,117,4,48
11/11/2026,S3,ap-south-1,12,0,0
11/11/2026,S3,us-east-1,44,0,0
11/11/2026,S3,eu-west-1,15,0,0
11/12/2026,EC2,ap-south-1,144,8,49
11/12/2026,EC2,us-east-1,121,2,25
11/12/2026,EC2,eu-west-1,149,2,82
11/12/2026,RDS,ap-south-1,72,1,29
11/12/2026,RDS,us-east-1,158,2,18
11/12/2026,RDS,eu-west-1,168,2,62
11/12/2026,S3,ap-south-1,37,0,0
11/12/2026,S3,us-east-1,17,0,0
11/12/2026,S3,eu-west-1,39,0,0
11/13/2026,EC2,ap-south-1,179,7,72
11/13/2026,EC2,us-east-1,153,8,31
11/13/2026,EC2,eu-west-1,567,10,76
11/13/2026,RDS,ap-south-1,193,2,40
11/13/2026,RDS,us-east-1,182,2,47
11/13/2026,RDS,eu-west-1,111,1,28
11/13/2026,S3,ap-south-1,35,0,0
11/13/2026,S3,us-east-1,22,0,0
11/13/2026,S3,eu-west-1,22,0,0
11/14/2026,EC2,ap-south-1,159,3,24
11/14/2026,EC2,us-east-1,624,3,22
11/14/2026,EC2,eu-west-1,198,3,27
11/14/2026,RDS,ap-south-1,145,2,67
11/14/2026,RDS,us-east-1,196,1,41
11/14/2026,RDS,eu-west-1,170,4,62
11/14/2026,S3,ap-south-1,48,0,0
11/14/2026,S3,us-east-1,18,0,0
11/14/2026,S3,eu-west-1,47,0,0
11/15/2026,EC2,ap-south-1,83,10,73
11/15/2026,EC2,us-east-1,111,6,27
11/15/2026,EC2,eu-west-1,183,8,30
11/15/2026,RDS,ap-south-1,127,2,16
11/15/2026,RDS,us-east-1,139,3,61
11/15/2026,RDS,eu-west-1,157,4,64
11/15/2026,S3,ap-south-1,44,0,0
11/15/2026,S3,us-east-1,44,0,0
11/15/2026,S3,eu-west-1,17,0,0
11/16/2026,EC2,ap-south-1,168,9,40
11/16/2026,EC2,us-east-1,151,6,85
11/16/2026,EC2,eu-west-1,152,3,36
11/16/2026,RDS,ap-south-1,166,1,34
11/16/2026,RDS,us-east-1,110,4,51
11/16/2026,RDS,eu-west-1,104,2,19
11/16/2026,S3,ap-south-1,47,0,0
11/16/2026,S3,us-east-1,11,0,0
11/16/2026,S3,eu-west-1,29,0,0
11/17/2026,EC2,ap-south-1,197,9,54
11/17/2026,EC2,us-east-1,149,10,38
11/17/2026,EC2,eu-west-1,150,6,24
11/17/2026,RDS,ap-south-1,130,4,32
11/17/2026,RDS,us-east-1,196,5,22
11/17/2026,RDS,eu-west-1,149,4,51
11/17/2026,S3,ap-south-1,35,0,0
11/17/2026,S3,us-east-1,39,0,0
11/17/2026,S3,eu-west-1,29,0,0
11/18/2026,EC2,ap-south-1,88,10,52
11/18/2026,EC2,us-east-1,195,2,46
11/18/2026,EC2,eu-west-1,187,8,24
11/18/2026,RDS,ap-south-1,69,3,34
11/18/2026,RDS,us-east-1,103,4,43
11/18/2026,RDS,eu-west-1,175,5,42
11/18/2026,S3,ap-south-1,17,0,0
11/18/2026,S3,us-east-1,29,0,0
11/18/2026,S3,eu-west-1,39,0,0
11/19/2026,EC2,ap-south-1,163,2,64
11/19/2026,EC2,us-east-1,128,6,30
11/19/2026,EC2,eu-west-1,121,9,84
11/19/2026,RDS,ap-south-1,84,4,45
11/19/2026,RDS,us-east-1,163,1,23
11/19/2026,RDS,eu-west-1,115,1,40
11/19/2026,S3,ap-south-1,50,0,0
11/19/2026,S3,us-east-1,27,0,0
11/19/2026,S3,eu-west-1,28,0,0
11/20/2026,EC2,ap-south-1,565,10,31
11/20/2026,EC2,us-east-1,195,6,57
11/20/2026,EC2,eu-west-1,86,10,48
11/20/2026,RDS,ap-south-1,147,1,60
11/20/2026,RDS,us-east-1,178,3,33
11/20/2026,RDS,eu-west-1,85,3,25
11/20/2026,S3,ap-south-1,10,0,0
11/20/2026,S3,us-east-1,22,0,0
11/20/2026,S3,eu-west-1,45,0,0
11/21/2026,EC2,ap-south-1,169,8,26
11/21/2026,EC2,us-east-1,166,4,66
11/21/2026,EC2,eu-west-1,91,4,59
11/21/2026,RDS,ap-south-1,120,5,56
11/21/2026,RDS,us-east-1,104,4,31
11/21/2026,RDS,eu-west-1,100,4,62
11/21/2026,S3,ap-south-1,28,0,0
11/21/2026,S3,us-east-1,44,0,0
11/21/2026,S3,eu-west-1,21,0,0
11/22/2026,EC2,ap-south-1,112,10,36
11/22/2026,EC2,us-east-1,120,2,48
11/22/2026,EC2,eu-west-1,143,2,53
11/22/2026,RDS,ap-south-1,166,4,26
11/22/2026,RDS,us-east-1,98,1,25
11/22/2026,RDS,eu-west-1,146,2,32
11/22/2026,S3,ap-south-1,41,0,0
11/22/2026,S3,us-east-1,35,0,0
11/22/2026,S3,eu-west-1,29,0,0
11/23/2026,EC2,ap-south-1,91,4,37
11/23/2026,EC2,us-east-1,91,3,35
11/23/2026,EC2,eu-west-1,178,5,84
11/23/2026,RDS,ap-south-1,108,3,25
11/23/2026,RDS,us-east-1,68,1,37
11/23/2026,RDS,eu-west-1,124,3,17
11/23/2026,S3,ap-south-1,19,0,0
11/23/2026,S3,us-east-1,16,0,0
11/23/2026,S3,eu-west-1,27,0,0
11/24/2026,EC2,ap-south-1,84,2,50
11/24/2026,EC2,us-east-1,182,4,62
11/24/2026,EC2,eu-west-1,126,6,72
11/24/2026,RDS,ap-south-1,124,2,46
11/24/2026,RDS,us-east-1,98,1,31
11/24/2026,RDS,eu-west-1,102,3,28
11/24/2026,S3,ap-south-1,48,0,0
11/24/2026,S3,us-east-1,39,0,0
11/24/2026,S3,eu-west-1,34,0,0
11/25/2026,EC2,ap-south-1,86,8,85
11/25/2026,EC2,us-east-1,136,2,27
11/25/2026,EC2,eu-west-1,164,9,42
11/25/2026,RDS,ap-south-1,67,4,18
11/25/2026,RDS,us-east-1,176,3,62
11/25/2026,RDS,eu-west-1,166,5,19
11/25/2026,S3,ap-south-1,15,0,0
11/25/2026,S3,us-east-1,48,0,0
11/25/2026,S3,eu-west-1,30,0,0
11/26/2026,EC2,ap-south-1,164,7,46
11/26/2026,EC2,us-east-1,137,4,60
11/26/2026,EC2,eu-west-1,143,2,65
11/26/2026,RDS,ap-south-1,73,4,22
11/26/2026,RDS,us-east-1,117,2,28
11/26/2026,RDS,eu-west-1,141,1,43
11/26/2026,S3,ap-south-1,45,0,0
11/26/2026,S3,us-east-1,23,0,0
11/26/2026,S3,eu-west-1,50,0,0
11/27/2026,EC2,ap-south-1,91,5,77
11/27/2026,EC2,us-east-1,169,5,47
11/27/2026,EC2,eu-west-1,139,4,23
11/27/2026,RDS,ap-south-1,108,5,36
11/27/2026,RDS,us-east-1,79,5,59
11/27/2026,RDS,eu-west-1,98,5,26
11/27/2026,S3,ap-south-1,47,0,0
11/27/2026,S3,us-east-1,37,0,0
11/27/2026,S3,eu-west-1,40,0,0
11/28/2026,EC2,ap-south-1,164,6,79
11/28/2026,EC2,us-east-1,164,9,67
11/28/2026,EC2,eu-west-1,190,4,70
11/28/2026,RDS,ap-south-1,100,2,60
11/28/2026,RDS,us-east-1,196,2,49
11/28/2026,RDS,eu-west-1,93,1,18
11/28/2026,S3,ap-south-1,48,0,0
11/28/2026,S3,us-east-1,42,0,0
11/28/2026,S3,eu-west-1,41,0,0
11/29/2026,EC2,ap-south-1,171,2,83
11/29/2026,EC2,us-east-1,155,7,53
11/29/2026,EC2,eu-west-1,191,10,41
11/29/2026,RDS,ap-south-1,172,1,52
11/29/2026,RDS,us-east-1,168,1,15
11/29/2026,RDS,eu-west-1,180,2,51
11/29/2026,S3,ap-south-1,31,0,0
11/29/2026,S3,us-east-1,48,0,0
11/29/2026,S3,eu-west-1,46,0,0
11/30/2026,EC2,ap-south-1,184,3,29
11/30/2026,EC2,us-east-1,159,2,33
11/30/2026,EC2,eu-west-1,189,5,32
11/30/2026,RDS,ap-south-1,169,1,42
11/30/2026,RDS,us-east-1,147,1,38
11/30/2026,RDS,eu-west-1,117,1,43
11/30/2026,S3,ap-south-1,10,0,0
11/30/2026,S3,us-east-1,45,0,0
11/30/2026,S3,eu-west-1,12,0,0
12/1/2026,EC2,ap-south-1,105,8,25
12/1/2026,EC2,us-east-1,95,3,28
12/1/2026,EC2,eu-west-1,177,8,30
12/1/2026,RDS,ap-south-1,183,3,50
12/1/2026,RDS,us-east-1,157,5,56
12/1/2026,RDS,eu-west-1,108,4,31
12/1/2026,S3,ap-south-1,50,0,0
12/1/2026,S3,us-east-1,19,0,0
12/1/2026,S3,eu-west-1,34,0,0
12/2/2026,EC2,ap-south-1,121,2,66
12/2/2026,EC2,us-east-1,124,4,44
12/2/2026,EC2,eu-west-1,162,3,76
12/2/2026,RDS,ap-south-1,196,3,66
12/2/2026,RDS,us-east-1,82,5,66
12/2/2026,RDS,eu-west-1,90,4,55
12/2/2026,S3,ap-south-1,12,0,0
12/2/2026,S3,us-east-1,29,0,0
12/2/2026,S3,eu-west-1,29,0,0
12/3/2026,EC2,ap-south-1,171,3,44
12/3/2026,EC2,us-east-1,195,6,42
12/3/2026,EC2,eu-west-1,142,8,78
12/3/2026,RDS,ap-south-1,147,1,20
12/3/2026,RDS,us-east-1,105,4,63
12/3/2026,RDS,eu-west-1,106,5,45
12/3/2026,S3,ap-south-1,15,0,0
12/3/2026,S3,us-east-1,41,0,0
12/3/2026,S3,eu-west-1,39,0,0
12/4/2026,EC2,ap-south-1,195,7,74
12/4/2026,EC2,us-east-1,129,6,32
12/4/2026,EC2,eu-west-1,149,4,21
12/4/2026,RDS,ap-south-1,71,4,62
12/4/2026,RDS,us-east-1,155,2,51
12/4/2026,RDS,eu-west-1,111,2,51
12/4/2026,S3,ap-south-1,15,0,0
